Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
2163       (2 5 1 0 2)     43.320               78.817              
2164       (3 3 2 0 2)     45.920               78.818              
2165       (3 3 2 1 2)     44.312               78.818              
2166       (3 3 2 0 2)     41.781               78.809              
2167       (3 5 1 1 2)     38.280               78.819              
2168       (3 3 2 0 2)     45.540               78.811              
2169       (3 5 2 1 2)     42.194               78.811              
2170       (3 5 1 1 2)     41.752               78.812              
2171       (3 5 1 1 2)     44.567               78.812              
2172       (3 7 1 1 2)     39.671               78.822              
2173       (3 5 2 0 2)     38.403               78.813              
2174       (2 5 1 5 1)     38.007               78.805              
2175       (6 1 1 3 2)     40.859               78.805              
2176       (3 4 2 1 2)     43.236               78.806              
2177       (3 1 1 1 2)     42.856               78.815              
2178       (5 3 2 0 2)     39.539               78.816              
2179       (0 5 1 1 2)     38.554               78.817              
2180       (6 3 2 1 2)     38.105               78.826              
2181       (3 3 2 1 2)     42.498               78.836              
2182       (3 5 2 1 2)     38.441               78.836              
2183       (3 3 2 1 2)     44.404               78.846              
2184       (5 3 2 3 1)     38.251               78.847              
2185       (6 5 2 5 2)     41.958               78.838              
2186       (3 3 2 1 2)     38.588               78.848              
2187       (3 5 1 1 2)     38.279               78.857              
2188       (3 5 1 1 2)     44.358               78.858              
2189       (3 5 2 5 1)     38.447               78.858              
2190       (3 5 1 5 2)     42.600               78.850              
2191       (3 1 1 1 2)     44.219               78.859              
2192       (3 1 1 1 2)     43.675               78.860              
2193       (0 5 1 1 2)     44.732               78.870              
2194       (3 5 1 0 2)     39.549               78.870              
2195       (3 3 2 3 2)     44.889               78.871              
2196       (3 4 2 3 2)     38.606               78.862              
2197       (3 4 2 1 2)     42.649               78.863              
2198       (5 3 2 1 2)     41.761               78.872              
2199       (3 5 1 1 2)     44.604               78.873              
2200       (2 5 1 1 2)     38.366               78.873              
2201       (3 5 1 1 2)     43.010               78.883              
2202       (3 3 2 1 2)     43.834               78.892              
2203       (2 3 2 1 2)     44.484               78.884              
2204       (3 6 1 1 2)     38.229               78.893              
2205       (3 5 2 0 2)     41.568               78.894              
2206       (2 5 2 0 2)     38.842               78.885              
2207       (3 3 2 0 2)     44.881               78.886              
2208       (6 3 2 5 2)     45.347               78.877              
2209       (2 5 1 1 2)     44.691               78.887              
2210       (3 3 2 0 2)     44.345               78.887              
2211       (2 3 2 0 2)     42.353               78.879              
2212       (3 1 2 1 2)     44.443               78.879              
2213       (5 3 2 3 2)     43.829               78.880              
2214       (3 5 2 1 2)     45.438               78.889              
2215       (3 5 2 1 1)     42.724               78.899              
2216       (5 3 2 0 2)     38.280               78.890              
2217       (3 5 2 4 2)     42.900               78.891              
2218       (3 3 2 1 2)     38.280               78.900              
2219       (2 3 2 1 2)     44.517               78.901              
2220       (3 5 2 4 2)     38.106               78.901              
2221       (3 5 2 1 2)     37.962               78.911              
2222       (3 4 2 1 2)     39.570               78.911              
2223       (0 5 1 1 2)     38.831               78.921              
2224       (2 3 2 1 2)     43.288               78.930              
2225       (3 5 1 0 2)     38.155               78.913              
2226       (3 5 2 1 2)     44.693               78.922              
2227       (3 5 1 5 1)     42.843               78.914              
2228       (2 5 2 1 0)     44.287               78.896              
2229       (3 5 2 1 2)     40.469               78.906              
2230       (3 5 2 1 2)     41.684               78.915              
2231       (3 3 2 5 2)     40.386               78.907              
2232       (3 5 2 1 2)     42.618               78.898              
2233       (3 6 1 1 2)     44.229               78.908              
2234       (3 5 2 1 2)     42.757               78.917              
2235       (3 1 2 0 2)     46.031               78.909              
