Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
1949       (3 1 2 1 2)     10.177               76.810              
1950       (3 5 2 1 2)     7.441                76.812              
1951       (3 1 2 1 2)     13.729               76.803              
1952       (3 3 2 1 1)     7.206                76.795              
1953       (3 3 2 1 2)     12.971               76.807              
1954       (3 3 2 1 2)     7.200                76.808              
1955       (3 5 1 1 2)     12.797               76.810              
1956       (3 5 2 1 2)     7.236                76.822              
1957       (3 0 0 3 2)     10.134               76.803              
1958       (3 3 2 1 2)     7.420                76.815              
1959       (3 5 2 1 2)     13.002               76.827              
1960       (3 3 2 1 2)     14.212               76.838              
1961       (0 5 1 2 1)     17.706               76.830              
1962       (3 5 1 3 1)     21.518               76.811              
1963       (3 3 2 1 2)     26.716               76.823              
1964       (3 3 2 1 2)     37.700               76.835              
1965       (3 1 1 5 2)     44.722               76.826              
1966       (3 1 2 1 2)     52.489               76.828              
1967       (3 1 2 1 2)     12.855               76.829              
1968       (3 5 2 1 2)     7.258                76.831              
1969       (0 5 1 1 1)     12.767               76.832              
1970       (7 5 0 3 3)     7.268                76.804              
1971       (3 5 1 1 2)     12.266               76.815              
1972       (0 3 2 2 3)     7.298                76.807              
1973       (1 2 1 2 1)     12.479               76.788              
1974       (3 3 2 1 2)     7.267                76.800              
1975       (3 5 2 1 2)     13.473               76.812              
1976       (3 5 2 1 2)     13.177               76.813              
1977       (3 5 1 1 2)     7.299                76.815              
1978       (5 5 1 1 1)     12.418               76.806              
1979       (3 3 2 4 2)     7.226                76.808              
1980       (3 3 2 1 2)     12.573               76.820              
1981       (5 5 2 1 2)     7.308                76.821              
1982       (5 5 2 1 2)     12.705               76.833              
1983       (3 5 2 1 1)     7.994                76.835              
1984       (3 5 2 1 2)     12.554               76.846              
1985       (3 3 2 1 2)     7.236                76.858              
1986       (3 5 1 1 2)     12.850               76.870              
1987       (3 5 1 1 2)     7.265                76.881              
1988       (5 1 2 1 2)     12.920               76.893              
1989       (0 5 1 2 1)     7.247                76.894              
1990       (3 1 2 1 2)     11.694               76.896              
1991       (3 1 2 1 2)     13.748               76.888              
1992       (5 1 1 3 1)     7.380                76.869              
1993       (3 1 2 1 2)     12.110               76.861              
1994       (3 1 0 5 3)     7.248                76.832              
1995       (0 5 1 0 1)     12.356               76.814              
1996       (1 2 0 4 3)     13.278               76.775              
1997       (3 5 1 1 1)     7.246                76.787              
1998       (3 3 2 1 2)     12.839               76.788              
1999       (3 3 2 1 2)     7.258                76.800              
2000       (3 1 2 1 2)     12.859               76.802              
2001       (3 1 2 1 2)     7.237                76.803              
2002       (3 5 2 1 2)     12.081               76.815              
2003       (3 1 2 1 2)     10.186               76.816              
2004       (3 5 1 1 2)     13.422               76.828              
2005       (3 1 1 1 2)     7.247                76.820              
2006       (3 1 2 1 2)     12.879               76.821              
2007       (5 3 2 1 2)     7.237                76.833              
2008       (3 3 2 1 2)     12.367               76.824              
2009       (3 5 2 1 2)     7.226                76.836              
2010       (3 3 2 1 2)     7.944                76.847              
2011       (3 1 2 1 2)     12.408               76.839              
2012       (3 1 2 1 2)     7.257                76.841              
2013       (3 0 2 5 2)     12.838               76.832              
2014       (3 3 2 1 2)     7.268                76.844              
2015       (4 3 2 1 2)     12.306               76.855              
2016       (0 3 2 1 2)     7.236                76.857              
2017       (3 4 0 5 2)     12.428               76.838              
2018       (3 5 2 1 2)     13.545               76.840              
2019       (3 5 2 1 2)     13.085               76.851              
2020       (3 5 2 1 2)     7.268                76.853              
2021       (3 1 2 1 2)     12.234               76.845              
