Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
2493       (3 1 1 1 2)     9.169                77.402              
2494       (3 1 2 1 2)     9.968                77.411              
2495       (2 3 0 5 0)     12.405               77.388              
2496       (3 1 1 1 2)     9.117                77.397              
2497       (3 3 2 1 2)     15.283               77.398              
2498       (3 1 1 1 2)     9.209                77.407              
2499       (3 1 1 1 1)     9.096                77.400              
2500       (0 1 1 0 1)     15.282               77.393              
2501       (3 1 1 1 1)     9.098                77.394              
2502       (3 3 2 1 2)     10.932               77.395              
2503       (3 3 2 1 2)     12.344               77.404              
2504       (3 1 1 1 2)     9.118                77.413              
2505       (3 3 2 1 2)     15.191               77.422              
2506       (3 5 1 1 1)     9.159                77.423              
2507       (3 1 1 1 2)     15.243               77.432              
2508       (3 3 2 1 2)     9.108                77.441              
2509       (3 3 2 5 3)     9.097                77.434              
2510       (3 5 1 1 1)     9.118                77.435              
2511       (3 1 1 1 2)     9.098                77.444              
2512       (3 3 2 1 2)     9.098                77.453              
2513       (3 3 2 0 0)     9.211                77.446              
2514       (3 3 2 1 2)     9.088                77.455              
2515       (6 6 0 5 3)     9.107                77.424              
2516       (3 3 2 1 1)     9.108                77.426              
2517       (3 5 2 1 1)     9.170                77.434              
2518       (3 3 2 1 2)     9.178                77.443              
2519       (3 1 1 1 2)     15.161               77.452              
2520       (2 5 0 0 1)     9.150                77.438              
2521       (2 3 2 1 1)     15.272               77.431              
2522       (3 3 2 1 2)     9.087                77.440              
2523       (3 3 2 1 2)     9.159                77.441              
2524       (3 5 2 1 1)     9.159                77.450              
2525       (2 3 1 1 2)     9.138                77.451              
2526       (3 1 1 1 2)     10.039               77.452              
2527       (3 3 1 1 2)     9.108                77.460              
2528       (3 1 1 1 1)     9.200                77.461              
2529       (3 3 2 1 2)     9.188                77.462              
2530       (0 6 0 5 3)     9.181                77.432              
2531       (3 1 2 1 2)     9.107                77.433              
2532       (3 5 1 1 2)     9.098                77.442              
2533       (3 5 1 1 1)     9.149                77.443              
2534       (4 3 2 2 0)     9.169                77.428              
2535       (3 3 2 1 2)     9.169                77.437              
2536       (3 3 2 1 2)     9.159                77.446              
2537       (3 3 1 1 1)     9.088                77.439              
2538       (4 2 0 0 1)     9.160                77.416              
2539       (3 1 2 1 2)     9.569                77.425              
2540       (3 3 2 1 1)     9.170                77.426              
2541       (2 0 1 4 0)     10.091               77.411              
2542       (3 5 0 0 0)     12.457               77.397              
2543       (3 3 2 1 2)     9.170                77.406              
2544       (3 3 1 1 2)     9.159                77.399              
2545       (2 1 0 1 2)     15.497               77.384              
2546       (4 3 2 5 1)     9.170                77.377              
2547       (3 3 1 1 2)     9.149                77.378              
2548       (3 3 2 1 2)     9.088                77.387              
2549       (3 2 0 5 0)     9.201                77.365              
2550       (3 3 2 1 2)     15.444               77.374              
2551       (3 5 2 1 1)     9.135                77.375              
2552       (3 5 2 1 2)     9.097                77.383              
2553       (3 3 2 1 2)     9.107                77.392              
2554       (3 5 1 1 2)     9.168                77.401              
2555       (4 6 0 5 1)     9.199                77.379              
2556       (2 3 2 1 2)     9.102                77.388              
2557       (4 3 2 1 0)     15.416               77.381              
2558       (6 3 0 1 1)     9.096                77.374              
2559       (3 3 2 1 2)     9.097                77.383              
2560       (5 1 2 1 2)     9.118                77.384              
2561       (3 3 2 1 2)     9.137                77.393              
2562       (3 3 2 1 2)     9.147                77.394              
2563       (3 1 2 1 2)     10.090               77.402              
2564       (3 1 1 0 3)     15.385               77.396              
2565       (3 3 2 1 2)     9.171                77.405              
